curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13,Category 14
,CO_331:0004000, Boiled sweet potato smoothness scale 0-10,SweetpotatSmoot_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004026,Boiled root smoothness,Texture in mouth,Geometrical attribute associated with the overall degree of absence of particles within sample,,SweetpotatMthSmooth,,Boiled root,Smothness in the mouth,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012000,Smoothness in the mouth method,Sensory descriptive measurement,After chewing feel sample between tongue and palate to assess the amount of  particles present in thesample,,https://doi.org/10.18167/agritrop/00601,CO_331:0102000,Smoothness scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=Grainy,10=Very smooth,,,,,,,,,,,,
,CO_331:0004001,Boiled sweet potato in mouth fibrousness scale 0-10,SweetpotatFibr_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004027,Boiled root fibrousness,Texture in mouth,Geometrical attribute of product associated with presence of particles after chewing and feeling the sample between the tongue and the palate,,SweetpotatMthFibr,,Boiled root,Fibrousness in the mouth,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012001,Fibrousness in the mouth method,Sensory descriptive measurement,After chewing feel sample between tongue and palate to assess the amount of string like particles present on sample,,https://doi.org/10.18167/agritrop/00601,CO_331:0102001,In mouth fibrousness scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=None,10=Very high,,,,,,,,,,,,
,CO_331:0004002,Boiled sweet potato rate of breakdown scale 0-10,SweetpotatBreak_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004028,Boiled root rate of breakdown,Texture in mouth,Mechanical textural attribute related to length of time or number of chews required to masticate a product into a state ready for swallowing,,SweetpotatMthBreak,,Boiled root,Rate of breakdown in the mouth,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012002,Rate of breakdown in the mouth method,Sensory descriptive measurement,Evaluate the number of chews required to masticate a product until you can swallow it,,https://doi.org/10.18167/agritrop/00601,CO_331:0102002,Rate of breakdown scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=Very slow,10=Very fast,,,,,,,,,,,,
,CO_331:0004003,Boiled sweet potato surface color uniformity scale 0-10,BoiSweetpotatCol-unif_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004029,Boiled root surface uniformity of color,Appearance,Evenness of the distribution of the colour across entire sample surface,,BoiSweetpotatColUnif,,Boiled root,Color uniformity,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012003,Color uniformity method,Sensory descriptive measurement,"Open foil, visually assess sweet potato surface the surface and evaluate  its homogeneity",,https://doi.org/10.18167/agritrop/00601,CO_331:0102003,Color uniformity scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=Highly variable,10=Consistent throughout,,,,,,,,,,,,
,CO_331:0004004,Boiled sweet potato fibrousness scale 0-10,BoiSweetpotatFibr_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004030,Boiled root fibrous appearance,Appearance,Geometrical attribute of product associated with presence of long string like particles on the product surface,,BoiSweetpotatFibr,,Boiled root,Fibrous appearance,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012004,Fibrous appearance method,Sensory descriptive measurement,"Open foil, visually assess sweet potato surface the surface and evaluate the fibrous appearance",,https://doi.org/10.18167/agritrop/00601,CO_331:0102004,Fibrous appearence scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=No visible fibres,10=Extremely fibrous,,,,,,,,,,,,
,CO_331:0004005,Boiled sweet potato color intensity scale 0-10,BoiSweetpotatColor-int_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004031,Boiled root color intensity,Appearance,Description of predominant color of sweetpotato and its relative intensity ,,BoiSweetpotatColor-int,,Boiled root,Orange color intensity,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012005,Orange color intensity method,Sensory descriptive measurement,"Open foil, visually assess sweet potato surface the surface and evaluate the orange color intensity",,https://doi.org/10.18167/agritrop/00601,CO_331:0102005,Color intensity scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=White,1=Cream,3=Yellow,5=Yellow orange,7=Orange,10=Deep orange,,,,,,,,
,CO_331:0004006,Boiled sweet potato translucency 2 pt scale,BoiSweetpotatTrans_Meas_2pt,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004032,Boiled root translucency,Appearance,Attribute of object that allows light to pass through it but not images to be distinguished,,BoiSweetpotatTrans,,Boiled root,Translucency,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012006,Translucency method,Sensory descriptive measurement,"Open foil, visually assess sweet potato surface the surface and evaluate the translucency ",,https://doi.org/10.18167/agritrop/00601,CO_331:0102006, Translucency 2 pt scale,Nominal,,,,https://doi.org/10.18167/agritrop/00601,0=Absent,1=Present,,,,,,,,,,,,
,CO_331:0004007,Boiled sweet potato fracturability scale 0-10,SweetpotatFract_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004033,Boiled root fracturability,Texture in mouth,Mechanical textural attribute related to the force necessary to break product into crumbs or pieces,,SweetpotatFract,,Boiled root,Fracturability in the mouth,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012007,Fracturability in the mouth method,Sensory descriptive measurement,Place sample between incisors and bite into it to assess the ease with which it breaks into distinct pieces or deforms,,https://doi.org/10.18167/agritrop/00601,CO_331:0102007,Fracturability scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=Bends,10=Highly fracturable,,,,,,,,,,,,
,CO_331:0004008,Boiled sweet potato hardness scale 0-10,SweetpotatHard_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004034,Boiled root hardness in mouth,Texture in mouth,Mechanical textural attribute related to the force necessary to achieve a certain deformation,,SweetpotatHard,,Boiled root,Hardness in mouth,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012008,Hardness in mouth method,Sensory descriptive measurement,Place sample between molars and bite into it to access the amount of force required to bite into it,,https://doi.org/10.18167/agritrop/00601,CO_331:0102008,Hardness scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=Extremely soft,10=Hard,,,,,,,,,,,,
,CO_331:0004009,Boiled sweet potato mealiness scale 0-10,SweetpotatMeal_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004035,Boiled root mealiness,Texture by hand,An attribute associated with gumminess characterized by powdery mouthfeel,,SweetpotatHdMeal,,Boiled root,Mealiness in the hand,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012009,Mealiness in the hand method,Sensory descriptive measurement,Take a piece of sample and rub it between the fore finger and thumb and evaluate the ease with which it forms a powder,,https://doi.org/10.18167/agritrop/00601,CO_331:0102009,Mealiness scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=Not mealy,10=Extremely mealy,,,,,,,,,,,,
,CO_331:0004010,Boiled sweet potato moisture release 2 pt scale,SweetpotatMois_Meas_2pt,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004036,Boiled root moisture release,Texture by hand,Textural attribute related to release of moisture from a product when pressure is applied,,SweetpotatHdMois,,Boiled root,Moisture release in the hand,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012010,Moisture release in the hand method,Sensory descriptive measurement,"Take a piece of sample, press it between the fore finger and thumb and observe whether or not moisture is released form sample",,https://doi.org/10.18167/agritrop/00601,CO_331:0102010,Moisture release in hand 2 pt scale,Nominal,,,,https://doi.org/10.18167/agritrop/00601,0=Absent,1=Present,,,,,,,,,,,,
,CO_331:0004011,Boiled sweet potato moldability scale 0-10,SweetpotatMold_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004037,Boiled root cohesiveness ,Texture by hand,Textural attribute relating to degree to which a substance can be deformed before it breaks,,SweetpotatHdMold,,Boiled root,Cohesiveness in the hand,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012011,Moldability in the hand method,Sensory descriptive measurement,Take a sizeable piece of sample and using all fingers attempt to make a ball with the sample,,https://doi.org/10.18167/agritrop/00601,CO_331:0102011,Moldability scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=Falls apart,10=Moldable,,,,,,,,,,,,
,CO_331:0004012,Boiled sweet potato sweet potato-like aroma scale 0-10,BoiSweetpotat-likeAroma_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004038,Boiled root sweet potato-like aroma,Aroma,Distinct aroma of cooked sweetpotato,,BoiSweetpotatAroma,,Boiled root,Sweet potato-like aroma,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012012,Sweet potato-like aroma method,Sensory descriptive measurement,"Take a small piece of sample, chew slowly and take a whiff to score the intensity of  the sweet potato- like aroma",,https://doi.org/10.18167/agritrop/00601,CO_331:0102012,Sweet potato-like aroma scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=None,10=Very strong,,,,,,,,,,,,
,CO_331:0004013,Boiled sweet potato pumpkin-like aroma scale 0-10,BoiSweetpotatPumpk-likeAroma_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004039,Boiled root pumpkin-like aroma,Aroma,Distinct aroma of cooked pumpkin,,BoiSweetpotatPumpAroma,,Boiled root,Cooked pumpkin-like aroma,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012013,Cooked pumpkin-like aroma method,Sensory descriptive measurement,"Take a small piece of sample, chew slowly and take a whiff to score the intensity of cooked pumpkin-like aroma",,https://doi.org/10.18167/agritrop/00601,CO_331:0102013,Cooked pumpkin-like aroma scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=None,10=Very strong,,,,,,,,,,,,
,CO_331:0004014,Boiled sweet potato cooked carrot-like aroma scale 0-10,BoiSweetpotatCookCarr-likeAroma_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004040,Boiled root cooked carrot-like aroma,Aroma,Distinct aroma of cooked carrot,,BoiSweetpotatCarrAroma,,Boiled root,Cooked carrot-like aroma,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012014,Cooked carrot-like aroma method,Sensory descriptive measurement,"Take a small piece of sample, chew slowly and take a whiff to score the intensity of  cooked carrot-like aroma",,https://doi.org/10.18167/agritrop/00601,CO_331:0102014,Cooked carrot-like aroma scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=None,10=Very strong,,,,,,,,,,,,
,CO_331:0004015,Boiled sweet potato floral-like aroma scale 0-10,BoiSweetpotatFlor-likeAroma_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004041,Boiled root floral-like aroma,Aroma,Distinct aroma of flowers associated with poor quality boiled sweetpotato,,BoiSweetpotatFlorAroma,,Boiled root,Floral-like aroma,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012015,Floral-like aroma method,Sensory descriptive measurement,"Take a small piece of sample, chew slowly and take a whiff to score the intensity of  flora-like aroma",,https://doi.org/10.18167/agritrop/00601,CO_331:0102015,Floral-like aroma scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=None,10=Very strong,,,,,,,,,,,,
,CO_331:0004016,Boiled sweet potato bitter taste 2 pt scale,BoiSweetpotatBitter-tas_Meas_2pt,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004042,Boiled root bitterness,Taste,Basic tastes produced by solutions of dilute aqueous solutions of various substances such as quinine and caffeine,,BoiSweetpotatTastBit,,Boiled root,Bitter taste,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012016,Bitter taste method,Sensory descriptive measurement,"Take a small piece of sample, chew slowly and score the presence or absence of bitter taste",,https://doi.org/10.18167/agritrop/00601,CO_331:0102016,Bitterness 2 pt scale,Nominal,,,,https://doi.org/10.18167/agritrop/00601,0=Not bitter,1=Bitter,,,,,,,,,,,,
,CO_331:0004017,Boiled sweet potato sour taste 2 pt scale,BoiSweetpotatSour-tas_Meas_2pt,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004043,Boiled root sourness,Taste,Basic tastes produced by solutions of dilute aqueous solutions of acid substances including citric acid and tartaric acid,,BoiSweetpotatTastSour,,Boiled root,Sour/Acid taste,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012017,Sour/Acid taste method,Sensory descriptive measurement,"Take a small piece of sample, chew slowly and score the presence or absence of sour taste",,https://doi.org/10.18167/agritrop/00601,CO_331:0102017,Sourness 2 pt scale,Nominal,,,,https://doi.org/10.18167/agritrop/00601,0=Not sour,1=Sour,,,,,,,,,,,,
,CO_331:0004018,Boiled sweet potato taste scale 0-10,BoiSweetpotatTaste_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004044,Boiled root sweetness,Taste,Basic taste produced by solutions of various substances such as sucrose,,BoiSweetpotatTastSweet,,Boiled root,Sweet taste,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012018,Sweet taste method,Sensory descriptive measurement,"Take a small piece of sample, chew slowly and take a whiff to score the intensity of sweet taste",,https://doi.org/10.18167/agritrop/00601,CO_331:0102018,Sweetness scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=Not at all sweet,10=Extremely sweet,,,,,,,,,,,,
,CO_331:0004019,Boiled sweet potato caramel-like odor scale 0-10,BoiSweetpotatCar_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004045,Boiled root caramel-like odor,Odor,Odor of caramel (molten sugar),,BoiSweetpotatCarOdor,,Boiled root,Caramel-like odor,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012019,Caramel-like odor method,Sensory descriptive measurement,"When you receive the sample, immediately open foil and take a whiff to score the intensity of caramel-like odor",,https://doi.org/10.18167/agritrop/00601,CO_331:0102019,Caramel-like odor scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0=None,10=Very strong,,,,,,,,,,,,
,CO_331:0004020,Boiled sweet potato odor scale 0-10,BoiSweetpotatOdor_Meas_0to10,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004046,Boiled root cooked sweet potato-like  odor,Odor,Odor of cooked sweet potato,,BoiSweetpotatOdor,,Boiled root,Cooked sweet potato-like odor,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012020,Cooked sweet potato-like odor method,Sensory descriptive measurement,"When you receive the sample, immediately open foil and take a whiff to score the intensity of cooked sweet potato-like odor",,https://doi.org/10.18167/agritrop/00601,CO_331:0102020,Sweet potato odor scale 0-10,Ordinal,,,,https://doi.org/10.18167/agritrop/00601,0= Odorless,1=Barely noticeable,10=Very strong,,,,,,,,,,,
,CO_331:0004021,Boiled sweet potato off-odour 2 pt scale,BoiSweetpotatOff-odor_Meas_2pt,Sensory panel,,Recommended,https://doi.org/10.18167/agritrop/00601,CIP-Kampala,Mariam Nakitto,2020-09-17 00:00:00,EN,Sweet potato,CO_331:0004047,Boiled root off-odor,Odor,A typical odor associated with transformation or deterioration of boiled sweet potato,,BoiSweetpotatOff-odor,,Boiled root,Off-odor,Recommended,https://doi.org/10.18167/agritrop/00601,CO_331:0012021,Off-odor method,Sensory descriptive measurement,"When you receive the sample, immediately open foil and take a whiff to score the presence or absence of off-odor",,https://doi.org/10.18167/agritrop/00601,CO_331:0102021,Off-odor 2 pt scale,Nominal,,,,https://doi.org/10.18167/agritrop/00601,0=Absent,1=Present,,,,,,,,,,,,
